tanggal,nama_pasar,item_barang,jumlah,kebutuhan,satuan_item
2024-09-21,Pasar Parakanmuncang,Kacang Tanah,240,125,kg
2024-09-21,Pasar Parakanmuncang,Kacang Hijau,170,80,kg
2024-09-21,Pasar Parakanmuncang,Ikan Asin Teri,40,15,kg
2024-09-21,Pasar Parakanmuncang,Ikan Kembung,30,25,kg
2024-09-21,Pasar Parakanmuncang,Ketela Pohon,125,65,kg
2024-09-21,Pasar Parakanmuncang,Ubi Jalar,100,65,kg
2024-09-21,Pasar Parakanmuncang,Kentang,700,325,kg
2024-09-21,Pasar Parakanmuncang,Ikan Bandeng Segar,25,20,kg
2024-09-21,Pasar Parakanmuncang,Ikan Tongkol Segar,25,22,kg
2024-09-21,Pasar Parakanmuncang,Terigu non Kemasan,1900,1475,kg
2024-09-21,Pasar Parakanmuncang,Tempe,265,250,Kg
2024-09-21,Pasar Parakanmuncang,Tepung Terigu Kemasan,1600,1350,Kg
2024-09-21,Pasar Parakanmuncang,pisang,150,100,Kg
2024-09-21,Pasar Parakanmuncang,jeruk,125,85,Kg
2024-09-21,Pasar Parakanmuncang,udang basah ukuran sedang,35,30,Kg
2024-09-21,Pasar Parakanmuncang,tahu,270,260,Kg
2024-09-21,Pasar Parakanmuncang,cabe hijau besar,325,240,kg
2024-09-21,Pasar Parakanmuncang,Tomat Merah,850,650,Kg
2024-09-21,Pasar Parakanmuncang,Kacang Panjang,780,625,Kg
2024-09-21,Pasar Parakanmuncang,Kangkung,750,625,Kg
2024-09-21,Pasar Parakanmuncang,Sawi Hijau,815,705,Kg
2024-09-21,Pasar Parakanmuncang,Ketimun Sedang,800,650,Kg
2024-09-21,Pasar Wado,Beras Premium,2200,657,kg
2024-09-21,Pasar Wado,Gula Pasir,350,264,kg
2024-09-21,Pasar Inpres,Beras Premium,2000,530,kg
2024-09-21,Pasar Wado,Daging Sapi Murni,250,127,kg
2024-09-21,Pasar Inpres,Gula Pasir,0,0,kg
2024-09-21,Pasar Wado,Daging Ayam Ras,380,367,kg
2024-09-21,Pasar Inpres,Daging Sapi Murni,0,0,kg
2024-09-21,Pasar Wado,Telur Ayam Ras,350,175,kg
2024-09-21,Pasar Inpres,Daging Ayam Ras,0,0,kg
2024-09-21,Pasar Wado,Cabe Merah Keriting,150,96,kg
2024-09-21,Pasar Inpres,Telur Ayam Ras,5000,1185,kg
2024-09-21,Pasar Wado,Cabe Merah Biasa,50,36,kg
2024-09-21,Pasar Inpres,Cabe Merah Keriting,0,0,kg
2024-09-21,Pasar Inpres,Cabe Merah Biasa,0,0,kg
2024-09-21,Pasar Inpres,Cabe Rawit Merah Domba,0,0,kg
2024-09-21,Pasar Wado,Cabe Rawit Merah Domba,150,126,kg
2024-09-21,Pasar Inpres,Cabe Rawit Hijau,0,0,kg
2024-09-21,Pasar Inpres,Bawang Merah,0,0,kg
2024-09-21,Pasar Wado,Cabe Rawit Hijau,150,139,kg
2024-09-21,Pasar Wado,Bawang Merah,350,175,kg
2024-09-21,Pasar Wado,Bawang Putih,200,125,kg
2024-09-21,Pasar Wado,Garam Beryodium Halus Kemasan,160,86,kg
2024-09-21,Pasar Wado,Kacang Kedelai Impor,50,27,kg
2024-09-21,Pasar Wado,Kacang Tanah,80,42,kg
2024-09-21,Pasar Wado,Kacang Hijau,50,28,kg
2024-09-21,Pasar Inpres,Garam Beryodium Halus Kemasan,0,0,kg
2024-09-21,Pasar Inpres,Kacang Kedelai Impor,0,0,kg
2024-09-21,Pasar Inpres,Kacang Hijau,0,0,kg
2024-09-21,Pasar Inpres,Ikan Asin Teri,0,0,kg
2024-09-21,Pasar Wado,Ikan Asin Teri,40,36,kg
2024-09-21,Pasar Inpres,Ikan Kembung,0,0,kg
2024-09-21,Pasar Wado,Ikan Kembung,12,10,kg
2024-09-21,Pasar Inpres,Ketela Pohon,0,0,kg
2024-09-21,Pasar Inpres,Ubi Jalar,0,0,kg
2024-09-21,Pasar Inpres,Jagung Pipilan Kering,0,0,kg
2024-09-21,Pasar Inpres,Kentang,0,0,kg
2024-09-21,Pasar Inpres,Ikan Bandeng Segar,0,0,kg
2024-09-21,Pasar Wado,Ketela Pohon,50,35,kg
2024-09-21,Pasar Inpres,Ikan Tongkol Segar,0,0,kg
2024-09-21,Pasar Inpres,Ikan Tongkol Segar,0,0,kg
2024-09-21,Pasar Inpres,Terigu non Kemasan,5000,486,kg
2024-09-21,Pasar Inpres,Tempe,0,0,Kg
2024-09-21,Pasar Wado,Ubi Jalar,150,78,kg
2024-09-21,Pasar Inpres,Tepung Terigu Kemasan,1000,90,Kg
2024-09-21,Pasar Wado,Kentang,200,135,kg
2024-09-21,Pasar Inpres,pisang,0,0,Kg
2024-09-21,Pasar Inpres,jeruk,0,0,Kg
2024-09-21,Pasar Wado,Terigu non Kemasan,350,275,kg
2024-09-21,Pasar Inpres,udang basah ukuran sedang,0,0,Kg
2024-09-21,Pasar Wado,Tempe,150,128,Kg
2024-09-21,Pasar Wado,Tepung Terigu Kemasan,300,213,Kg
2024-09-21,Pasar Inpres,cabe hijau besar,0,0,kg
2024-09-21,Pasar Wado,tahu,50,41,Kg
2024-09-21,Pasar Inpres,Tomat Merah,0,0,Kg
2024-09-21,Pasar Wado,pisang,35,28,Kg
2024-09-21,Pasar Wado,jeruk,150,115,Kg
2024-09-21,Pasar Inpres,Kacang Panjang,0,0,Kg
2024-09-21,Pasar Inpres,Kangkung,0,0,Kg
2024-09-21,Pasar Wado,udang basah ukuran sedang,10,9,Kg
2024-09-21,Pasar Inpres,Sawi Hijau,0,0,Kg
2024-09-21,Pasar Inpres,Ketimun Sedang,0,0,Kg
2024-09-21,Pasar Wado,cabe hijau besar,50,35,kg
2024-09-21,Pasar Wado,Tomat Merah,50,28,Kg
2024-09-21,Pasar Wado,Kacang Panjang,40,27,Kg
2024-09-21,Pasar Inpres,Kacang Tanah,0,0,kg
2024-09-21,Pasar Wado,Kangkung,80,73,Kg
2024-09-21,Pasar Wado,Sawi Hijau,50,38,Kg
2024-09-21,Pasar Wado,Ketimun Sedang,50,37,Kg
2024-09-21,Pasar Tanjungsari,Beras Premium,15000,2500,kg
2024-09-21,Pasar Conggeang,Beras Premium,90,63,kg
2024-09-21,Pasar Tanjungsari,Beras Medium,15000,3500,kg
2024-09-21,Pasar Conggeang,Beras Medium,95,81,kg
2024-09-21,Pasar Tanjungsari,Gula Pasir,8250,3300,kg
2024-09-21,Pasar Conggeang,Gula Pasir,100,82,kg
2024-09-21,Pasar Conggeang,Daging Sapi Murni,40,25,kg
2024-09-21,Pasar Conggeang,Daging Ayam Ras,95,80,kg
2024-09-21,Pasar Tanjungsari,Daging Sapi Murni,640,560,kg
2024-09-21,Pasar Conggeang,Telur Ayam Ras,140,110,kg
2024-09-21,Pasar Tanjungsari,Daging Ayam Ras,800,640,kg
2024-09-21,Pasar Conggeang,Cabe Merah Keriting,115,83,kg
2024-09-21,Pasar Tanjungsari,Telur Ayam Ras,1000,300,kg
2024-09-21,Pasar Conggeang,Cabe Merah Biasa,130,78,kg
2024-09-21,Pasar Conggeang,Cabe Rawit Merah Domba,120,72,kg
2024-09-21,Pasar Tanjungsari,Cabe Merah Keriting,360,108,kg
2024-09-21,Pasar Conggeang,Cabe Rawit Hijau,125,80,kg
2024-09-21,Pasar Tanjungsari,Cabe Merah Biasa,360,108,kg
2024-09-21,Pasar Conggeang,Bawang Merah,160,150,kg
2024-09-21,Pasar Tanjungsari,Cabe Rawit Merah Domba,360,108,kg
2024-09-21,Pasar Conggeang,Bawang Putih,115,63,kg
2024-09-21,Pasar Tanjungsari,Cabe Rawit Hijau,360,108,kg
2024-09-21,Pasar Tanjungsari,Bawang Merah,720,360,kg
2024-09-21,Pasar Conggeang,Garam Beryodium Halus Kemasan,95,77,kg
2024-09-21,Pasar Tanjungsari,Bawang Putih,720,360,kg
2024-09-21,Pasar Conggeang,Kacang Kedelai Impor,35,27,kg
2024-09-21,Pasar Conggeang,Kacang Tanah,90,78,kg
2024-09-21,Pasar Conggeang,Kacang Hijau,110,85,kg
2024-09-21,Pasar Conggeang,Ikan Asin Teri,70,46,kg
2024-09-21,Pasar Conggeang,Ikan Kembung,60,56,kg
2024-09-21,Pasar Conggeang,Ubi Jalar,95,78,kg
2024-09-21,Pasar Conggeang,Kentang,90,60,kg
2024-09-21,Pasar Tanjungsari,Garam Beryodium Halus Kemasan,13200,6600,kg
2024-09-21,Pasar Tanjungsari,Kacang Kedelai Impor,2000,200,kg
2024-09-21,Pasar Conggeang,Ikan Bandeng Segar,60,48,kg
2024-09-21,Pasar Tanjungsari,Kacang Tanah,1650,825,kg
2024-09-21,Pasar Conggeang,Terigu non Kemasan,110,70,kg
2024-09-21,Pasar Conggeang,Tempe,80,76,Kg
2024-09-21,Pasar Tanjungsari,Kacang Hijau,1650,825,kg
2024-09-21,Pasar Conggeang,Tepung Terigu Kemasan,135,108,Kg
2024-09-21,Pasar Conggeang,tahu,80,75,Kg
2024-09-21,Pasar Tanjungsari,Ikan Asin Teri,105,42,kg
2024-09-21,Pasar Conggeang,pisang,30,22,Kg
2024-09-21,Pasar Tanjungsari,Ikan Kembung,70,63,kg
2024-09-21,Pasar Conggeang,jeruk,115,90,Kg
2024-09-21,Pasar Tanjungsari,Ketela Pohon,320,160,kg
2024-09-21,Pasar Tanjungsari,Ubi Jalar,320,160,kg
2024-09-21,Pasar Conggeang,cabe hijau besar,130,84,kg
2024-09-21,Pasar Tanjungsari,Kentang,1440,720,kg
2024-09-21,Pasar Conggeang,Tomat Merah,90,81,Kg
2024-09-21,Pasar Conggeang,Kacang Panjang,60,55,Kg
2024-09-21,Pasar Conggeang,Kangkung,45,32,Kg
2024-09-21,Pasar Tanjungsari,Ikan Bandeng Segar,70,56,kg
2024-09-21,Pasar Conggeang,Sawi Hijau,55,44,Kg
2024-09-21,Pasar Conggeang,Ketimun Sedang,45,33,Kg
2024-09-21,Pasar Tanjungsari,Ikan Tongkol Segar,70,63,kg
2024-09-21,Pasar Tanjungsari,Terigu non Kemasan,8250,5775,kg
2024-09-21,Pasar Tanjungsari,Tempe,330,264,Kg
2024-09-21,Pasar Tanjungsari,tahu,320,160,Kg
2024-09-21,Pasar Tanjungsari,pisang,140,70,Kg
2024-09-21,Pasar Tanjungsari,jeruk,175,105,Kg
2024-09-21,Pasar Tanjungsari,udang basah ukuran sedang,70,63,Kg
2024-09-21,Pasar Tanjungsari,cabe hijau besar,360,108,kg
2024-09-21,Pasar Tanjungsari,Tomat Merah,720,360,Kg
2024-09-21,Pasar Tanjungsari,Kacang Panjang,720,360,Kg
2024-09-21,Pasar Tanjungsari,Kangkung,720,360,Kg
2024-09-21,Pasar Tanjungsari,Sawi Hijau,720,360,Kg
2024-09-21,Pasar Tanjungsari,Ketimun Sedang,1080,720,Kg
2024-09-21,Pasar Darmaraja,Beras Premium,1600,500,kg
2024-09-21,Pasar Darmaraja,Beras Medium,900,450,kg
2024-09-21,Pasar Darmaraja,Gula Pasir,420,320,kg
2024-09-21,Pasar Darmaraja,Daging Sapi Murni,35,25,kg
2024-09-21,Pasar Darmaraja,Daging Ayam Ras,420,330,kg
2024-09-21,Pasar Darmaraja,Telur Ayam Ras,430,375,kg
2024-09-21,Pasar Darmaraja,Cabe Merah Keriting,195,90,kg
2024-09-21,Pasar Darmaraja,Cabe Merah Biasa,31,15,kg
2024-09-21,Pasar Darmaraja,Cabe Rawit Merah Domba,35,25,kg
2024-09-21,Pasar Darmaraja,Cabe Rawit Hijau,32,22,kg
2024-09-21,Pasar Darmaraja,Bawang Merah,210,110,kg
2024-09-21,Pasar Darmaraja,Bawang Putih,225,115,kg
2024-09-21,Pasar Darmaraja,Garam Beryodium Halus Kemasan,32,17,kg
2024-09-21,Pasar Darmaraja,Kacang Kedelai Impor,480,370,kg
2024-09-21,Pasar Darmaraja,Kacang Tanah,40,9,kg
2024-09-21,Pasar Darmaraja,Kacang Hijau,9,3,kg
2024-09-21,Pasar Darmaraja,Ikan Asin Teri,55,25,kg
2024-09-21,Pasar Darmaraja,Ikan Kembung,55,25,kg
2024-09-21,Pasar Darmaraja,Ketela Pohon,15,10,kg
2024-09-21,Pasar Darmaraja,Ubi Jalar,60,20,kg
2024-09-21,Pasar Darmaraja,Kentang,940,380,kg
2024-09-21,Pasar Darmaraja,Terigu non Kemasan,900,525,kg
2024-09-21,Pasar Darmaraja,cabe hijau besar,20,10,kg
2024-09-21,Pasar Darmaraja,Tomat Merah,100,50,Kg
2024-09-21,Pasar Darmaraja,Kacang Panjang,30,20,Kg
2024-09-21,Pasar Darmaraja,Kangkung,20,15,Kg
2024-09-21,Pasar Darmaraja,Sawi Hijau,65,45,Kg
2024-09-21,Pasar Darmaraja,Ketimun Sedang,100,45,Kg
2024-09-21,Pasar Buahdua,Beras Premium,40,30,kg
2024-09-21,Pasar Buahdua,Beras Medium,20,15,kg
2024-09-21,Pasar Buahdua,Gula Pasir,50,30,kg
2024-09-21,Pasar Buahdua,Daging Ayam Ras,80,70,kg
2024-09-21,Pasar Buahdua,Telur Ayam Ras,40,30,kg
2024-09-21,Pasar Buahdua,Cabe Merah Keriting,20,15,kg
2024-09-21,Pasar Buahdua,Cabe Merah Biasa,10,5,kg
2024-09-21,Pasar Buahdua,Cabe Rawit Merah Domba,20,15,kg
2024-09-21,Pasar Buahdua,Cabe Rawit Hijau,20,12,kg
2024-09-21,Pasar Buahdua,Bawang Merah,20,10,kg
2024-09-21,Pasar Buahdua,Bawang Putih,20,15,kg
2024-09-21,Pasar Buahdua,Garam Beryodium Halus Kemasan,40,25,kg
2024-09-21,Pasar Buahdua,Kacang Kedelai Impor,10,5,kg
2024-09-21,Pasar Buahdua,Kacang Tanah,20,15,kg
2024-09-21,Pasar Buahdua,Kacang Hijau,20,15,kg
2024-09-21,Pasar Buahdua,Ubi Jalar,20,12,kg
2024-09-21,Pasar Buahdua,Kentang,40,30,kg
2024-09-21,Pasar Buahdua,Terigu non Kemasan,50,25,kg
2024-09-21,Pasar Buahdua,Tempe,20,15,Kg
2024-09-21,Pasar Buahdua,Tepung Terigu Kemasan,30,25,Kg
2024-09-21,Pasar Buahdua,tahu,20,15,Kg
2024-09-21,Pasar Buahdua,jeruk,20,13,Kg
2024-09-21,Pasar Buahdua,cabe hijau besar,10,5,kg
2024-09-21,Pasar Buahdua,Tomat Merah,40,20,Kg
2024-09-21,Pasar Buahdua,Kacang Panjang,20,15,Kg
2024-09-21,Pasar Buahdua,Kangkung,25,15,Kg
2024-09-21,Pasar Buahdua,Sawi Hijau,40,25,Kg
2024-09-21,Pasar Buahdua,Ketimun Sedang,25,15,Kg
2024-09-22,Pasar Inpres,Beras Premium,2000,620,kg
2024-09-22,Pasar Inpres,Beras Medium,2000,703,kg
2024-09-22,Pasar Inpres,Gula Pasir,0,0,kg
2024-09-22,Pasar Inpres,Daging Sapi Murni,0,0,kg
2024-09-22,Pasar Inpres,Daging Ayam Ras,0,0,kg
2024-09-22,Pasar Inpres,Telur Ayam Ras,0,0,kg
2024-09-22,Pasar Inpres,Cabe Merah Keriting,0,0,kg
2024-09-22,Pasar Inpres,Cabe Merah Biasa,0,0,kg
2024-09-22,Pasar Inpres,Cabe Rawit Merah Domba,0,0,kg
2024-09-22,Pasar Inpres,Cabe Rawit Hijau,0,0,kg
2024-09-22,Pasar Inpres,Bawang Merah,0,0,kg
2024-09-22,Pasar Inpres,Bawang Putih,0,0,kg
2024-09-22,Pasar Inpres,Garam Beryodium Halus Kemasan,0,0,kg
2024-09-22,Pasar Inpres,Kacang Kedelai Impor,0,0,kg
2024-09-22,Pasar Inpres,Kacang Tanah,0,0,kg
2024-09-22,Pasar Inpres,Kacang Hijau,0,0,kg
2024-09-22,Pasar Inpres,Ikan Asin Teri,0,0,kg
2024-09-22,Pasar Inpres,Ikan Kembung,0,0,kg
2024-09-22,Pasar Inpres,Ketela Pohon,0,0,kg
2024-09-22,Pasar Inpres,Ubi Jalar,0,0,kg
2024-09-22,Pasar Inpres,Jagung Pipilan Kering,0,0,kg
2024-09-22,Pasar Inpres,Kentang,0,0,kg
2024-09-22,Pasar Inpres,Ikan Bandeng Segar,0,0,kg
2024-09-22,Pasar Inpres,Ikan Tongkol Segar,0,0,kg
2024-09-22,Pasar Inpres,Terigu non Kemasan,0,0,kg
2024-09-22,Pasar Inpres,Tempe,0,0,Kg
2024-09-22,Pasar Inpres,Tepung Terigu Kemasan,0,0,Kg
2024-09-22,Pasar Inpres,tahu,0,0,Kg
2024-09-22,Pasar Inpres,pisang,0,0,Kg
2024-09-22,Pasar Inpres,jeruk,0,0,Kg
2024-09-22,Pasar Inpres,udang basah ukuran sedang,0,0,Kg
2024-09-22,Pasar Inpres,cabe hijau besar,0,0,kg
2024-09-22,Pasar Inpres,Tomat Merah,0,0,Kg
2024-09-22,Pasar Inpres,Kacang Panjang,0,0,Kg
2024-09-22,Pasar Inpres,Kangkung,0,0,Kg
2024-09-22,Pasar Inpres,Sawi Hijau,0,0,Kg
2024-09-22,Pasar Inpres,Ketimun Sedang,0,0,Kg
2024-09-22,Pasar Parakanmuncang,Beras Premium,2400,1450,kg
2024-09-22,Pasar Parakanmuncang,Beras Medium,2500,1560,kg
2024-09-22,Pasar Parakanmuncang,Gula Pasir,1750,1360,kg
2024-09-22,Pasar Parakanmuncang,Daging Sapi Murni,600,450,kg
2024-09-22,Pasar Parakanmuncang,Daging Ayam Ras,1950,1850,kg
2024-09-22,Pasar Parakanmuncang,Telur Ayam Ras,1865,1645,kg
2024-09-22,Pasar Parakanmuncang,Cabe Merah Keriting,360,265,kg
2024-09-22,Pasar Parakanmuncang,Cabe Merah Biasa,368,272,kg
2024-09-22,Pasar Parakanmuncang,Cabe Rawit Merah Domba,375,285,kg
2024-09-22,Pasar Parakanmuncang,Cabe Rawit Hijau,350,260,kg
2024-09-22,Pasar Parakanmuncang,Bawang Merah,725,370,kg
2024-09-22,Pasar Parakanmuncang,Bawang Putih,550,285,kg
2024-09-22,Pasar Parakanmuncang,Garam Beryodium Halus Kemasan,350,265,kg
2024-09-22,Pasar Parakanmuncang,Kacang Kedelai Impor,160,90,kg
2024-09-22,Pasar Parakanmuncang,Kacang Tanah,245,125,kg
2024-09-22,Pasar Parakanmuncang,Kacang Hijau,150,65,kg
2024-09-22,Pasar Parakanmuncang,Ikan Asin Teri,35,20,kg
2024-09-22,Pasar Parakanmuncang,Ikan Kembung,30,26,kg
2024-09-22,Pasar Parakanmuncang,Ketela Pohon,150,75,kg
2024-09-22,Pasar Parakanmuncang,Ubi Jalar,120,65,kg
2024-09-22,Pasar Parakanmuncang,Kentang,730,365,kg
2024-09-22,Pasar Parakanmuncang,Ikan Bandeng Segar,25,20,kg
2024-09-22,Pasar Parakanmuncang,Ikan Tongkol Segar,25,22,kg
2024-09-22,Pasar Parakanmuncang,Terigu non Kemasan,1860,1505,kg
2024-09-22,Pasar Parakanmuncang,Tempe,275,260,Kg
2024-09-22,Pasar Parakanmuncang,Tepung Terigu Kemasan,1670,1325,Kg
2024-09-22,Pasar Parakanmuncang,tahu,285,270,Kg
2024-09-22,Pasar Parakanmuncang,pisang,200,100,Kg
2024-09-22,Pasar Parakanmuncang,jeruk,150,70,Kg
2024-09-22,Pasar Parakanmuncang,udang basah ukuran sedang,27,24,Kg
2024-09-22,Pasar Parakanmuncang,cabe hijau besar,320,225,kg
2024-09-22,Pasar Parakanmuncang,Tomat Merah,825,650,Kg
2024-09-22,Pasar Parakanmuncang,Kacang Panjang,750,605,Kg
2024-09-22,Pasar Parakanmuncang,Sawi Hijau,785,615,Kg
2024-09-22,Pasar Parakanmuncang,Ketimun Sedang,800,625,Kg
2024-09-22,Pasar Parakanmuncang,Kangkung,750,605,Kg
2024-09-22,Pasar Wado,Beras Premium,2200,653,kg
2024-09-22,Pasar Wado,Beras Medium,1700,655,kg
2024-09-22,Pasar Wado,Gula Pasir,350,270,kg
2024-09-22,Pasar Wado,Daging Sapi Murni,250,138,kg
2024-09-22,Pasar Wado,Daging Ayam Ras,380,368,kg
2024-09-22,Pasar Wado,Telur Ayam Ras,350,260,kg
2024-09-22,Pasar Wado,Cabe Merah Keriting,150,112,kg
2024-09-22,Pasar Wado,Cabe Merah Biasa,50,37,kg
2024-09-22,Pasar Wado,Cabe Rawit Hijau,150,142,kg
2024-09-22,Pasar Wado,Cabe Rawit Merah Domba,150,132,kg
2024-09-22,Pasar Wado,Bawang Merah,350,260,kg
2024-09-22,Pasar Wado,Bawang Putih,200,128,kg
2024-09-22,Pasar Wado,Garam Beryodium Halus Kemasan,160,86,kg
2024-09-22,Pasar Wado,Kacang Kedelai Impor,50,32,kg
2024-09-22,Pasar Wado,Kacang Tanah,80,45,kg
2024-09-22,Pasar Wado,Kacang Hijau,50,23,kg
2024-09-22,Pasar Wado,Ikan Asin Teri,50,40,kg
2024-09-22,Pasar Wado,Ikan Kembung,12,11,kg
2024-09-22,Pasar Wado,Ketela Pohon,30,24,kg
2024-09-22,Pasar Wado,Ubi Jalar,150,120,kg
2024-09-22,Pasar Wado,Kentang,200,135,kg
2024-09-22,Pasar Wado,Terigu non Kemasan,350,285,kg
2024-09-22,Pasar Wado,Tempe,150,124,Kg
2024-09-22,Pasar Wado,Tepung Terigu Kemasan,300,213,Kg
2024-09-22,Pasar Wado,tahu,50,41,Kg
2024-09-22,Pasar Wado,pisang,30,23,Kg
2024-09-22,Pasar Wado,jeruk,120,85,Kg
2024-09-22,Pasar Wado,udang basah ukuran sedang,10,8,Kg
2024-09-22,Pasar Wado,cabe hijau besar,50,31,kg
2024-09-22,Pasar Wado,Tomat Merah,50,23,Kg
2024-09-22,Pasar Wado,Kacang Panjang,85,80,Kg
2024-09-22,Pasar Wado,Sawi Hijau,50,42,Kg
2024-09-22,Pasar Wado,Ketimun Sedang,50,38,Kg
2024-09-22,Pasar Tanjungsari,Beras Premium,15000,2500,kg
2024-09-22,Pasar Tanjungsari,Beras Medium,15000,3500,kg
2024-09-22,Pasar Tanjungsari,Gula Pasir,8250,3300,kg
2024-09-22,Pasar Tanjungsari,Daging Sapi Murni,640,560,kg
2024-09-22,Pasar Tanjungsari,Daging Ayam Ras,800,640,kg
2024-09-22,Pasar Tanjungsari,Telur Ayam Ras,1000,300,kg
2024-09-22,Pasar Tanjungsari,Cabe Merah Keriting,360,108,kg
2024-09-22,Pasar Tanjungsari,Cabe Merah Biasa,360,108,kg
2024-09-22,Pasar Tanjungsari,Cabe Rawit Merah Domba,360,108,kg
2024-09-22,Pasar Tanjungsari,Cabe Rawit Hijau,360,108,kg
2024-09-22,Pasar Tanjungsari,Bawang Merah,720,360,kg
2024-09-22,Pasar Tanjungsari,Bawang Putih,720,360,kg
2024-09-22,Pasar Tanjungsari,Garam Beryodium Halus Kemasan,13200,6600,kg
2024-09-22,Pasar Tanjungsari,Kacang Kedelai Impor,2000,200,kg
2024-09-22,Pasar Tanjungsari,Kacang Tanah,1650,825,kg
2024-09-22,Pasar Tanjungsari,Kacang Hijau,1650,825,kg
2024-09-22,Pasar Tanjungsari,Ikan Asin Teri,105,42,kg
2024-09-22,Pasar Tanjungsari,Ikan Kembung,70,63,kg
2024-09-22,Pasar Tanjungsari,Ketela Pohon,320,160,kg
2024-09-22,Pasar Tanjungsari,Ubi Jalar,320,160,kg
2024-09-22,Pasar Tanjungsari,Kentang,1440,720,kg
2024-09-22,Pasar Tanjungsari,Ikan Bandeng Segar,70,56,kg
2024-09-22,Pasar Tanjungsari,Ikan Tongkol Segar,70,63,kg
2024-09-22,Pasar Tanjungsari,Terigu non Kemasan,8250,5775,kg
2024-09-22,Pasar Tanjungsari,Tempe,330,264,Kg
2024-09-22,Pasar Tanjungsari,tahu,330,264,Kg
2024-09-22,Pasar Tanjungsari,pisang,140,70,Kg
2024-09-22,Pasar Tanjungsari,jeruk,175,105,Kg
2024-09-22,Pasar Tanjungsari,cabe hijau besar,360,108,kg
2024-09-22,Pasar Tanjungsari,Tomat Merah,720,360,Kg
2024-09-22,Pasar Tanjungsari,Kacang Panjang,720,360,Kg
2024-09-22,Pasar Tanjungsari,Kangkung,720,360,Kg
2024-09-22,Pasar Tanjungsari,Sawi Hijau,720,360,Kg
2024-09-22,Pasar Tanjungsari,Ketimun Sedang,1080,720,Kg
2024-09-22,Pasar Darmaraja,Beras Premium,1600,500,kg
2024-09-22,Pasar Darmaraja,Beras Medium,900,400,kg
2024-09-22,Pasar Darmaraja,Gula Pasir,420,320,kg
2024-09-22,Pasar Darmaraja,Daging Sapi Murni,35,25,kg
2024-09-22,Pasar Darmaraja,Daging Ayam Ras,380,320,kg
2024-09-22,Pasar Darmaraja,Telur Ayam Ras,430,375,kg
2024-09-22,Pasar Darmaraja,Cabe Merah Keriting,195,95,kg
2024-09-22,Pasar Darmaraja,Cabe Merah Biasa,31,15,kg
2024-09-22,Pasar Darmaraja,Cabe Rawit Merah Domba,35,25,kg
2024-09-22,Pasar Darmaraja,Cabe Rawit Hijau,32,22,kg
2024-09-22,Pasar Darmaraja,Bawang Merah,210,110,kg
2024-09-22,Pasar Darmaraja,Bawang Putih,225,115,kg
2024-09-22,Pasar Darmaraja,Garam Beryodium Halus Kemasan,32,17,kg
2024-09-22,Pasar Darmaraja,Kacang Kedelai Impor,480,370,kg
2024-09-22,Pasar Darmaraja,Kacang Tanah,40,9,kg
2024-09-22,Pasar Darmaraja,Kacang Hijau,9,3,kg
2024-09-22,Pasar Darmaraja,Ikan Asin Teri,55,25,kg
2024-09-22,Pasar Darmaraja,Ikan Kembung,55,25,kg
2024-09-22,Pasar Darmaraja,Ketela Pohon,15,10,kg
2024-09-22,Pasar Darmaraja,Ubi Jalar,60,20,kg
2024-09-22,Pasar Darmaraja,Kentang,940,380,kg
2024-09-22,Pasar Darmaraja,Terigu non Kemasan,900,525,kg
2024-09-22,Pasar Darmaraja,cabe hijau besar,20,10,kg
2024-09-22,Pasar Darmaraja,Tomat Merah,100,50,Kg
2024-09-22,Pasar Darmaraja,Kacang Panjang,30,20,Kg
2024-09-22,Pasar Darmaraja,Kangkung,20,15,Kg
2024-09-22,Pasar Darmaraja,Sawi Hijau,65,45,Kg
2024-09-22,Pasar Darmaraja,Ketimun Sedang,100,45,Kg
2024-09-22,Pasar Conggeang,Beras Premium,86,61,kg
2024-09-22,Pasar Conggeang,Beras Medium,90,80,kg
2024-09-22,Pasar Conggeang,Gula Pasir,102,84,kg
2024-09-22,Pasar Conggeang,Daging Sapi Murni,30,21,kg
2024-09-22,Pasar Conggeang,Daging Ayam Ras,90,76,kg
2024-09-22,Pasar Conggeang,Cabe Merah Keriting,137,108,kg
2024-09-22,Pasar Conggeang,Cabe Rawit Merah Domba,116,68,kg
2024-09-22,Pasar Conggeang,Cabe Merah Biasa,127,74,kg
2024-09-22,Pasar Conggeang,Cabe Rawit Hijau,121,78,kg
2024-09-22,Pasar Conggeang,Bawang Merah,163,152,kg
2024-09-22,Pasar Conggeang,Bawang Putih,116,65,kg
2024-09-22,Pasar Conggeang,Garam Beryodium Halus Kemasan,90,75,kg
2024-09-22,Pasar Conggeang,Kacang Kedelai Impor,30,24,kg
2024-09-22,Pasar Conggeang,Kacang Tanah,88,75,kg
2024-09-22,Pasar Conggeang,Kacang Hijau,112,87,kg
2024-09-22,Pasar Conggeang,Ikan Asin Teri,72,48,kg
2024-09-22,Pasar Conggeang,Ikan Kembung,64,59,kg
2024-09-22,Pasar Conggeang,Ubi Jalar,90,74,kg
2024-09-22,Pasar Conggeang,Kentang,95,62,kg
2024-09-22,Pasar Conggeang,Ikan Bandeng Segar,65,50,kg
2024-09-22,Pasar Conggeang,Terigu non Kemasan,109,69,kg
2024-09-22,Pasar Conggeang,Tempe,75,70,Kg
2024-09-22,Pasar Conggeang,Tepung Terigu Kemasan,130,104,Kg
